央视频道,#genre#
CCTV1,http://114.55.117.163:8091/live/gitv.php?id=CCTV1hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV1,http://114.55.117.163:8091/live/gzyx.php?id=ca1f525f17a2eddd9c98fbe17997d9df.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV2,http://114.55.117.163:8091/live/gitv.php?id=CCTV2hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV2,http://114.55.117.163:8091/live/gzyx.php?id=2a8ffd4ee56b3fe048ac854671336398.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV3,http://114.55.117.163:8091/live/gitv.php?id=CCTV3hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV3,http://114.55.117.163:8091/live/gzyx.php?id=9c19c05ea31400b3c85598e71b2c39cf.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV4,http://114.55.117.163:8091/live/gitv.php?id=CCTV4hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV4,http://114.55.117.163:8091/live/gzyx.php?id=0ad5b86534e39cb9a77b00a76ac9fe12.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV5,http://114.55.117.163:8091/live/gitv.php?id=CCTV5hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV5,http://114.55.117.163:8091/live/gzyx.php?id=4f8e268f178c3b0d2cf82c2997b0346b.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV5+,http://114.55.117.163:8091/live/gitv.php?id=CCTV5%2Bhd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV5+,http://114.55.117.163:8091/live/gzyx.php?id=33cf15c8ece66fe3c41d2e4ec707ef59.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV6,http://114.55.117.163:8091/live/gitv.php?id=CCTV6hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV6,http://114.55.117.163:8091/live/gzyx.php?id=f590aa425023d9a327fa1b69678f51e7.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV7,http://114.55.117.163:8091/live/gitv.php?id=CCTV7hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV7,http://114.55.117.163:8091/live/gzyx.php?id=3fa4584c5de70fde94692563299e998c.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV8,http://114.55.117.163:8091/live/gitv.php?id=CCTV8hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV8,http://114.55.117.163:8091/live/gzyx.php?id=b755332610506fe4746830b72438ae86.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV9,http://114.55.117.163:8091/live/gitv.php?id=CCTV9hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV9,http://114.55.117.163:8091/live/gzyx.php?id=0f8ce350b1250e8e50f4d1b10042b1c5.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV10,http://114.55.117.163:8091/live/gitv.php?id=CCTV10hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV10,http://114.55.117.163:8091/live/gzyx.php?id=a1a56acc29d03965227b40ff665e2377.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV11,http://114.55.117.163:8091/live/gitv.php?id=CCTV11hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV11,http://114.55.117.163:8091/live/gzyx.php?id=f73d2482318583c3ba7513b4e21d4a48.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV12,http://114.55.117.163:8091/live/gitv.php?id=CCTV12hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV12,http://114.55.117.163:8091/live/gzyx.php?id=113eb2f0bd0ca6cf1779140bd1bb525f.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV13,http://114.55.117.163:8091/live/gzyx.php?id=9bd0e0cf065e0ea9f5adfb9f0bad355e.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV14,http://114.55.117.163:8091/live/gitv.php?id=CCTV14hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV14,http://114.55.117.163:8091/live/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV15,http://114.55.117.163:8091/live/gitv.php?id=CCTV15hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV15,http://114.55.117.163:8091/live/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV16,http://114.55.117.163:8091/live/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV高夫网球,http://114.55.117.163:8091/live/gzyx.php?id=739c8947f3ae1fff32001ea966c2fb0d.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV兵器科技,http://114.55.117.163:8091/live/gzyx.php?id=a0e5ccb15677fd5ecb6bfe15eeae94aa.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV风云音乐,http://114.55.117.163:8091/live/gzyx.php?id=55aa4e6799e5cf2e016d25ea298df515.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV怀旧剧场,http://114.55.117.163:8091/live/gzyx.php?id=7a2b1c83b212fa4e2a68ce0c1c25c9f0.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV风云剧场,http://114.55.117.163:8091/live/gzyx.php?id=28b3dfac03626525db867cfe5efa6c08.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV风云足球,http://114.55.117.163:8091/live/gzyx.php?id=9a4447cf2f6ad5e48a273929e3e12d79.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV第一剧场,http://114.55.117.163:8091/live/gzyx.php?id=155774022270441e808f7fe34a461113.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV央视台球,http://114.55.117.163:8091/live/gzyx.php?id=db5ba3a40c2d5867978cc2db30f662a9.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV世界地理,http://114.55.117.163:8091/live/gzyx.php?id=6e407aeb2256f118cbc7500efb69ea37.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV文化精品,http://114.55.117.163:8091/live/gzyx.php?id=df2c3d5ea40de75807e926c8764da0d0.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CCTV卫生健康,http://114.55.117.163:8091/live/gzyx.php?id=d123a2c9a596930753a983f982e3e6fd.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
CETV1,http://114.55.117.163:8091/live/gitv.php?id=CETV1hd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8

卫视频道,#genre#
北京卫视,http://114.55.117.163:8091/live/gitv.php?id=BJWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
北京卫视,http://114.55.117.163:8091/live/gzyx.php?id=ebbfea54712e740cd1fc0d3b36873d52.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
东方卫视,http://114.55.117.163:8091/live/gitv.php?id=DFWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
天津卫视,http://114.55.117.163:8091/live/gitv.php?id=TJWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
天津卫视,http://114.55.117.163:8091/live/gzyx.php?id=bc3dcb148fc5c2d805dd0f61997fc683.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
重庆卫视,http://114.55.117.163:8091/live/gitv.php?id=CQWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
重庆卫视,http://114.55.117.163:8091/live/gzyx.php?id=4491a96771fb324b6469a9ac6e25f5b9.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
黑龙江卫视,http://114.55.117.163:8091/live/gitv.php?id=HLJWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
黑龙江卫视,http://114.55.117.163:8091/live/gzyx.php?id=9e3f3b7d57c55d7df8ef1cfb24d56e0e.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
辽宁卫视,http://114.55.117.163:8091/live/gitv.php?id=LNWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
辽宁卫视,http://114.55.117.163:8091/live/gzyx.php?id=1b84ff537ca4f4b4e57d070563309c56.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
河北卫视,http://114.55.117.163:8091/live/gitv.php?id=HeBWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
山东卫视,http://114.55.117.163:8091/live/gitv.php?id=SDWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
山东卫视,http://114.55.117.163:8091/live/gzyx.php?id=1db177c7492ad2769a93e3746f25f701.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
安徽卫视,http://114.55.117.163:8091/live/gitv.php?id=AHWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
安徽卫视,http://114.55.117.163:8091/live/gzyx.php?id=bbe500382f3ee26a529e6e27f7f2935c.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
河南卫视,http://114.55.117.163:8091/live/gitv.php?id=HuNWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
湖北卫视,http://114.55.117.163:8091/live/gitv.php?id=HuBWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
湖北卫视,http://114.55.117.163:8091/live/gzyx.php?id=21a70fb0fad52b17d49c5554f513d2ca.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
湖南卫视,http://114.55.117.163:8091/live/gitv.php?id=HuNWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
湖南卫视,http://114.55.117.163:8091/live/gzyx.php?id=93e7f487ec23f5c99d8137e29933a083.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
江苏卫视,http://114.55.117.163:8091/live/gitv.php?id=JSWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
江苏卫视,http://114.55.117.163:8091/live/gzyx.php?id=ced2b0d62dabbd8651b18f4323c18c24.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
浙江卫视,http://114.55.117.163:8091/live/gitv.php?id=ZJWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
浙江卫视,http://114.55.117.163:8091/live/gzyx.php?id=a37bf5f7dbfb7bb35a5e6c9b5899dc69.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
东南卫视,http://114.55.117.163:8091/live/gitv.php?id=DNWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
广东卫视,http://114.55.117.163:8091/live/gitv.php?id=GDWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
广东卫视,http://114.55.117.163:8091/live/gzyx.php?id=02f45209e8dab92899920d74157fe58b.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
深圳卫视,http://114.55.117.163:8091/live/gitv.php?id=SZWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
贵州卫视,http://114.55.117.163:8091/live/gitv.php?id=GZWShd-8M.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
贵州卫视,http://114.55.117.163:8091/live/gzyx.php?id=9245676006cb79b03798b89fa05576b1.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
吉林卫视,http://114.55.117.163:8091/live/gzyx.php?id=27975dec3d5bb0158291c75402d4a691.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
江西卫视,http://114.55.117.163:8091/live/gzyx.php?id=5cd94d06a28dc264b537cbac9b7dec19.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
广西卫视,http://114.55.117.163:8091/live/gzyx.php?id=187ab8cbe6c6ba5db7a938edab1e049a.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
四川卫视,http://114.55.117.163:8091/live/gzyx.php?id=a87d8615af79b7fc8eccaa2014eaf5ca.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8

地方频道,#genre#
家庭影院,http://114.55.117.163:8091/live/gzyx.php?id=548e8018101d7fa134d91615728a5a93.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
动作电影,http://114.55.117.163:8091/live/gzyx.php?id=30b1cc920430d3264e4b053d78bacabf.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
重温经典,http://114.55.117.163:8091/live/gzyx.php?id=4c9fa17591dfd8dd736c80e87d6dc72b.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
BRTV纪实,http://114.55.117.163:8091/live/gzyx.php?id=cd86f0e450bb6d8d27b199247a292713.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
贵阳3,http://114.55.117.163:8091/live/gzyx.php?id=2e66ca5402d6a9c466427d1e4daf3286.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
贵州3,http://114.55.117.163:8091/live/gzyx.php?id=5d2efb4d7b1e5b3d4503e743e1e6d845.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
贵州6,http://114.55.117.163:8091/live/gzyx.php?id=9ca14da91c162549c4991704a3623168.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
金色学堂,http://114.55.117.163:8091/live/gzyx.php?id=9f6c9fc0d4db981b4a6da770e3e2a163.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
法治天地,http://114.55.117.163:8091/live/gzyx.php?id=581721a464fa6469a63c0781da576703.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
动漫秀场,http://114.55.117.163:8091/live/gzyx.php?id=57e09be91d8b2f208e407b5abfa23b05.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
游戏风云,http://114.55.117.163:8091/live/gzyx.php?id=2abb8a699d8073134830e425164d7f6d.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
劲爆体育,http://114.55.117.163:8091/live/gzyx.php?id=5502a25d87fb30c220433805c239d7df.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
都市剧场,http://114.55.117.163:8091/live/gzyx.php?id=45cd7a20f72e4333e9aaaa95884fd0b8.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
快乐垂钓,http://114.55.117.163:8091/live/gzyx.php?id=5dd1c17a5f5c3f8ff243a2a8b4adc712.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8
家有购物,http://114.55.117.163:8091/live/gzyx.php?id=c485be2789affe1e8e37ae11088e3a63.m3u8&sign=f84390&token=3y9t1n0qw0f7byn8

港澳频道,#genre#
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8?sign=f84390&token=3y9t1n0qw0f7byn8
